Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
140,Friday Sep 9,boxscore,CHC,@,HOU,W,2,0,,90-50,1,up16.0,Lester,Musgrove,Chapman,2:34,N,33841,+,
141,Saturday Sep 10,boxscore,CHC,@,HOU,L,1,2,,90-51,1,up15.0,McHugh,Lackey,Giles,2:54,D,41854,-,
142,Sunday Sep 11,boxscore,CHC,@,HOU,W,9,5,,91-51,1,up16.0,Arrieta,Fiers,,3:07,N,31939,+,
143,Monday Sep 12,boxscore,CHC,@,STL,W,4,1,,92-51,1,up17.0,Hendricks,Leake,Chapman,2:17,N,43397,++,
144,Tuesday Sep 13,boxscore,CHC,@,STL,L,2,4,,92-52,1,up16.0,Reyes,Hammel,Siegrist,2:51,N,44060,-,
145,Wednesday Sep 14,boxscore,CHC,@,STL,W,7,0,,93-52,1,up17.0,Lester,Martinez,,2:37,D,44701,+,
146,Thursday Sep 15,boxscore,CHC,,MIL,L,4,5,,93-53,1,up17.0,Nelson,Grimm,Thornburg,3:10,N,41362,-,
147,Friday Sep 16,boxscore,CHC,,MIL,W-wo,5,4,10,94-53,1,up18.0,Chapman,Boyer,,3:13,D,40823,+,
148,Saturday Sep 17,boxscore,CHC,,MIL,L,3,11,,94-54,1,up17.0,Davies,Arrieta,,3:02,D,40956,-,
149,Sunday Sep 18,boxscore,CHC,,MIL,L,1,3,,94-55,1,up16.0,Peralta,Hendricks,Thornburg,2:37,D,41286,--,
150,Monday Sep 19,boxscore,CHC,,CIN,W,5,2,,95-55,1,up16.0,Hammel,Wood,Chapman,2:42,N,39251,+,
151,Tuesday Sep 20,boxscore,CHC,,CIN,W,6,1,,96-55,1,up16.0,Lester,Smith,,2:58,N,40586,++,
152,Wednesday Sep 21,boxscore,CHC,,CIN,W,9,2,,97-55,1,up17.0,Lackey,Stephenson,,3:12,N,40434,+++,
153,Friday Sep 23,boxscore,CHC,,STL,W,5,0,,98-55,1,up18.0,Arrieta,Leake,,2:53,D,40791,++++,
154,Saturday Sep 24,boxscore,CHC,,STL,L,4,10,,98-56,1,up17.0,Reyes,Hammel,,3:19,D,40785,-,
155,Sunday Sep 25,boxscore,CHC,,STL,W,3,1,,99-56,1,up18.0,Lester,Martinez,Chapman,3:09,N,40859,+,
156,Monday Sep 26,boxscore,CHC,@,PIT,W,12,2,,100-56,1,up19.0,Hendricks,Kuhl,,3:34,N,20519,++,
157,Tuesday Sep 27,boxscore,CHC,@,PIT,W,6,4,,101-56,1,up19.0,Lackey,Vogelsong,Pena,3:49,N,22454,+++,
158,Wednesday Sep 28,boxscore,CHC,@,PIT,L,4,8,,101-57,1,up19.0,Taillon,Arrieta,,3:05,N,24138,-,
159,Thursday Sep 29,boxscore,CHC,@,PIT,T,1,1,6,101-57,1,up18.5,,,,1:15,N,19991,-,
160,Friday Sep 30,boxscore,CHC,@,CIN,W,7,3,,102-57,1,up18.5,Buchanan,Smith,,2:39,N,27368,+,
161,Saturday Oct 1,boxscore,CHC,@,CIN,L,4,7,,102-58,1,up17.5,Adleman,Lester,Iglesias,3:08,D,30970,-,
162,Sunday Oct 2,boxscore,CHC,@,CIN,W,7,4,,103-58,1,up17.5,Grimm,Iglesias,Edwards,3:18,D,32587,+,
