"","X1","Gm.","Date","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled"
"153",305,143,"Sunday Sep 9","boxscore","ATL","@","ARI","W",9,5,NA,"79-64",1,"up 4.5","Freeman","Boxberger",NA,03:45:00,"D",28339,"++",NA
"154",306,144,"Monday Sep 10","boxscore","ATL","@","SFG","W",4,1,NA,"80-64",1,"up 5.0","Newcomb","Rodriguez","Minter",02:33:00,"N",35996,"+++",NA
"155",307,145,"Tuesday Sep 11","boxscore","ATL","@","SFG","W",4,1,NA,"81-64",1,"up 6.5","Foltynewicz","Suarez",NA,02:31:00,"N",35285,"++++",NA
"156",308,146,"Wednesday Sep 12","boxscore","ATL","@","SFG","W",2,1,NA,"82-64",1,"up 7.5","Winkler","Smith","Venters",02:59:00,"D",38156,"+++++",NA
"157",319,157,"Tuesday Sep 25","boxscore","ATL","@","NYM","W",7,3,NA,"89-68",1,"up 9.5","Winkler","Gsellman",NA,03:24:00,"N",21943,"++++++",NA
"158",320,158,"Wednesday Sep 26","boxscore","ATL","@","NYM","L",0,3,NA,"89-69",1,"up 8.5","deGrom","Jackson","Lugo",02:22:00,"N",23205,"-",NA
"159",321,159,"Thursday Sep 27","boxscore","ATL","@","NYM","L",1,4,NA,"89-70",1,"up 8.0","Vargas","Teheran","Gsellman",02:41:00,"N",24824,"--",NA
"160",322,160,"Friday Sep 28","boxscore","ATL","@","PHI","W",10,2,NA,"90-70",1,"up 9.0","Foltynewicz","Eickhoff",NA,03:42:00,"N",24306,"+",NA
"161",323,161,"Saturday Sep 29","boxscore","ATL","@","PHI","L",0,3,NA,"90-71",1,"up 8.0","Nola","Venters","Dominguez",02:43:00,"N",30886,"-",NA
"162",324,162,"Sunday Sep 30","boxscore","ATL","@","PHI","L",1,3,NA,"90-72",1,"up 8.0","Hunter","Gausman","Dominguez",02:57:00,"D",34202,"--",NA
"163",328,4,"Monday Apr 2","boxscore","BAL","@","HOU","L",1,6,NA,"1-3",4,"2.5","Morton","Tillman",NA,02:52:00,"N",42675,"---",NA
"164",329,5,"Tuesday Apr 3","boxscore","BAL","@","HOU","L",6,10,NA,"1-4",4,"3.5","Rondon","Araujo",NA,03:19:00,"N",40081,"----",NA
"165",330,6,"Wednesday Apr 4","boxscore","BAL","@","HOU","L",2,3,NA,"1-5",4,"4.0","Peacock","Castro",NA,02:42:00,"D",27698,"-----",NA
"166",331,7,"Thursday Apr 5","boxscore","BAL","@","NYY","W",5,2,NA,"2-5",4,"4.0","Cashner","Tanaka","Brach",03:15:00,"N",33653,"+",NA
"167",332,8,"Friday Apr 6","boxscore","BAL","@","NYY","W",7,3,14,"3-5",4,"3.5","Araujo","Holder",NA,05:20:00,"N",34244,"++",NA
"168",333,9,"Saturday Apr 7","boxscore","BAL","@","NYY","L",3,8,NA,"3-6",4,"4.5","Gray","Tillman",NA,03:03:00,"D",34388,"-",NA
"169",334,10,"Sunday Apr 8","boxscore","BAL","@","NYY","W",8,7,12,"4-6",4,"4.5","Bleier","Warren","Brach",04:48:00,"D",37096,"+",NA
"170",338,14,"Friday Apr 13","boxscore","BAL","@","BOS","L",3,7,NA,"5-9",4,"6.5","Rodriguez","Tillman",NA,03:22:00,"N",32610,"-",NA
"171",339,15,"Saturday Apr 14","boxscore","BAL","@","BOS","L",3,10,NA,"5-10",4,"7.5","Velazquez","Cobb","Walden",03:05:00,"D",33584,"--",NA
"172",340,16,"Sunday Apr 15","boxscore","BAL","@","BOS","L",1,3,NA,"5-11",4,"8.5","Hembree","Bundy","Kimbrel",02:54:00,"D",32489,"---",NA
"173",341,17,"Tuesday Apr 17","boxscore","BAL","@","DET","L",2,4,NA,"5-12",4,"9.5","Liriano","Cashner","Greene",02:44:00,"N",15530,"----",NA
"174",342,18,"Wednesday Apr 18","boxscore","BAL","@","DET","L-wo",5,6,NA,"5-13",4,"10.5","Greene","Araujo",NA,02:46:00,"D",15178,"-----",NA
"175",343,19,"Thursday Apr 19","boxscore","BAL","@","DET","L",8,13,NA,"5-14",5,"11.5","Zimmermann","Cobb",NA,03:11:00,"D",15916,"------",NA
"176",353,29,"Tuesday May 1","boxscore","BAL","@","LAA","L-wo",2,3,NA,"8-21",5,"13.0","Bedrosian","Brach",NA,02:58:00,"N",32345,"-",NA
"177",354,30,"Wednesday May 2","boxscore","BAL","@","LAA","L",7,10,NA,"8-22",5,"14.0","Heaney","Bundy",NA,03:14:00,"N",32156,"--",NA
"178",355,31,"Thursday May 3","boxscore","BAL","@","LAA","L",3,12,NA,"8-23",5,"14.0","Barria","Tillman",NA,03:02:00,"N",35879,"---",NA
"179",356,32,"Friday May 4","boxscore","BAL","@","OAK","L",4,6,NA,"8-24",5,"15.0","Trivino","Brach","Treinen",03:21:00,"N",12723,"----",NA
"180",357,33,"Saturday May 5","boxscore","BAL","@","OAK","L-wo",0,2,12,"8-25",5,"16.0","Hatcher","Araujo",NA,03:32:00,"N",24612,"-----",NA
"181",358,34,"Sunday May 6","boxscore","BAL","@","OAK","L",1,2,NA,"8-26",5,"17.0","Triggs","Cobb","Treinen",02:25:00,"D",17112,"------",NA
"182",367,43,"Thursday May 17","boxscore","BAL","@","BOS","L",2,6,NA,"13-30",5,"16.5","Price","Gausman",NA,02:44:00,"N",36615,"--",NA
"183",368,44,"Friday May 18","boxscore","BAL","@","BOS","W",7,4,NA,"14-30",5,"15.5","Cobb","Pomeranz","Brach",03:18:00,"N",34935,"+",NA
"184",369,45,"Saturday May 19","boxscore","BAL","@","BOS","L",3,6,NA,"14-31",5,"16.5","Porcello","Bundy","Kimbrel",02:54:00,"N",34195,"-",NA
"185",370,46,"Sunday May 20","boxscore","BAL","@","BOS","L",0,5,NA,"14-32",5,"17.5","Rodriguez","Hess",NA,03:25:00,"D",35550,"--",NA
"186",371,47,"Monday May 21","boxscore","BAL","@","CHW","W",3,2,NA,"15-32",5,"17.0","Cashner","Santiago","Brach",03:02:00,"N",11628,"+",NA
"187",372,48,"Tuesday May 22","boxscore","BAL","@","CHW","L",2,3,NA,"15-33",5,"18.0","Rondon","Givens","Jones",03:03:00,"N",12590,"-",NA
"188",373,49,"Wednesday May 23","boxscore","BAL","@","CHW","L",1,11,NA,"15-34",5,"19.0","Covey","Cobb",NA,02:54:00,"N",17056,"--",NA
"189",374,50,"Thursday May 24","boxscore","BAL","@","CHW","W",9,3,NA,"16-34",5,"18.0","Bundy","Giolito",NA,03:00:00,"D",19147,"+",NA
"190",375,51,"Friday May 25","boxscore","BAL","@","TBR","W",2,0,NA,"17-34",5,"18.0","Hess","Romo","Brach",02:47:00,"N",11354,"++",NA
"191",376,52,"Saturday May 26","boxscore","BAL","@","TBR","L",1,5,NA,"17-35",5,"19.0","Banda","Cashner",NA,02:28:00,"D",14744,"-",NA
"192",377,53,"Sunday May 27","boxscore","BAL","@","TBR","L",3,8,NA,"17-36",5,"19.0","Nuno","Gausman","Pruitt",03:10:00,"D",13311,"--",NA
"193",383,59,"Tuesday Jun 5","boxscore","BAL","@","NYM","W",2,1,NA,"18-41",5,"23.0","Cobb","Vargas","Brach",02:33:00,"N",25342,"+",NA
"194",384,60,"Wednesday Jun 6","boxscore","BAL","@","NYM","W",1,0,NA,"19-41",5,"23.0","Bundy","Familia","Brach",02:27:00,"D",30366,"++",NA
"195",385,61,"Thursday Jun 7","boxscore","BAL","@","TOR","L-wo",4,5,10,"19-42",5,"23.0","Barnes","Castro",NA,03:13:00,"N",24494,"-",NA
"196",386,62,"Friday Jun 8","boxscore","BAL","@","TOR","L",1,5,NA,"19-43",5,"23.0","Happ","Cashner","Tepera",02:44:00,"N",28863,"--",NA
"197",387,63,"Saturday Jun 9","boxscore","BAL","@","TOR","L-wo",3,4,10,"19-44",5,"24.0","Axford","Givens",NA,03:19:00,"D",34643,"---",NA
"198",388,64,"Sunday Jun 10","boxscore","BAL","@","TOR","L",3,13,NA,"19-45",5,"24.0","Estrada","Cobb",NA,03:03:00,"D",33485,"----",NA
"199",395,71,"Tuesday Jun 19","boxscore","BAL","@","WSN","L",7,9,NA,"20-51",5,"28.5","Miller","Scott","Doolittle",02:59:00,"N",33391,"-",NA
"200",396,72,"Wednesday Jun 20","boxscore","BAL","@","WSN","W",3,0,NA,"21-51",5,"28.5","Castro","Gonzalez",NA,02:34:00,"N",32153,"+",NA
"201",397,73,"Thursday Jun 21","boxscore","BAL","@","WSN","L",2,4,NA,"21-52",5,"29.5","Herrera","Givens","Doolittle",02:42:00,"N",36868,"-",NA
"202",398,74,"Friday Jun 22","boxscore","BAL","@","ATL","W",10,7,15,"22-52",5,"28.5","Wright","Moylan",NA,05:21:00,"N",37192,"+",NA
"203",399,75,"Saturday Jun 23","boxscore","BAL","@","ATL","W",7,5,NA,"23-52",5,"27.5","Bundy","Teheran","Britton",03:08:00,"D",40333,"++",NA
"204",400,76,"Sunday Jun 24","boxscore","BAL","@","ATL","L",3,7,NA,"23-53",5,"27.5","McCarthy","Hess",NA,02:54:00,"D",33794,"-",NA
"205",408,84,"Tuesday Jul 3","boxscore","BAL","@","PHI","L",2,3,NA,"24-60",5,"32.5","Eflin","Cobb","Dominguez",02:45:00,"N",28204,"-",NA
"206",409,85,"Wednesday Jul 4","boxscore","BAL","@","PHI","L",1,4,NA,"24-61",5,"33.5","Nola","Ramirez","Arano",02:55:00,"D",30943,"--",NA
"207",410,86,"Thursday Jul 5","boxscore","BAL","@","MIN","L",2,5,NA,"24-62",5,"34.0","Slegers","Cashner","Rodney",02:29:00,"N",23895,"---",NA
"208",411,87,"Friday Jul 6","boxscore","BAL","@","MIN","L",2,6,NA,"24-63",5,"35.0","Lynn","Bundy",NA,02:51:00,"N",27570,"----",NA
"209",412,88,"Saturday Jul 7","boxscore","BAL","@","MIN","L",4,5,NA,"24-64",5,"36.0","Gibson","Castro","Rodney",02:54:00,"D",25974,"-----",NA
"210",413,89,"Sunday Jul 8","boxscore","BAL","@","MIN","L",1,10,NA,"24-65",5,"37.0","Odorizzi","Cobb",NA,02:54:00,"D",22557,"------",NA
"211",422,98,"Friday Jul 20","boxscore","BAL","@","TOR","L-wo",7,8,10,"28-70",5,"40.5","Axford","Fry",NA,03:01:00,"N",31115,"-",NA
"212",423,99,"Saturday Jul 21","boxscore","BAL","@","TOR","L",1,4,NA,"28-71",5,"40.5","Stroman","Cobb","Tepera",02:30:00,"D",35912,"--",NA
"213",424,100,"Sunday Jul 22","boxscore","BAL","@","TOR","L",4,5,NA,"28-72",5,"41.5","Axford","Scott","Clippard",02:54:00,"D",39021,"---",NA
"214",431,107,"Tuesday Jul 31","boxscore","BAL","@","NYY","L",3,6,NA,"32-75",5,"42.0","Tanaka","Ramirez","Chapman",03:11:00,"N",46473,"-",NA
"215",432,108,"Wednesday Aug 1","boxscore","BAL","@","NYY","W",7,5,NA,"33-75",5,"41.5","Cobb","Gray",NA,03:08:00,"D",47206,"+",NA
"216",433,109,"Thursday Aug 2","boxscore","BAL","@","TEX","L",8,17,NA,"33-76",5,"42.5","Gallardo","Cashner","Butler",03:20:00,"N",19367,"-",NA
"217",434,110,"Friday Aug 3","boxscore","BAL","@","TEX","L",3,11,NA,"33-77",5,"43.5","Jurado","Hess",NA,03:03:00,"N",22544,"--",NA
"218",435,111,"Saturday Aug 4","boxscore","BAL","@","TEX","L",1,3,NA,"33-78",5,"44.5","Minor","Bundy","Leclerc",02:25:00,"N",24300,"---",NA
"219",436,112,"Sunday Aug 5","boxscore","BAL","@","TEX","W",9,6,NA,"34-78",5,"44.5","Scott","Hutchison","Givens",03:19:00,"D",19961,"+",NA
"220",437,113,"Tuesday Aug 7","boxscore","BAL","@","TBR","L-wo",3,4,NA,"34-79",5,"45.5","Romo","Castro",NA,02:51:00,"N",11734,"-",NA
"221",438,114,"Wednesday Aug 8","boxscore","BAL","@","TBR","W",5,4,NA,"35-79",5,"45.5","Wright","Romo","Givens",02:52:00,"N",9474,"+",NA
"222",439,115,"Thursday Aug 9","boxscore","BAL","@","TBR","L",4,5,NA,"35-80",5,"45.5","Chirinos","Carroll","Romo",02:41:00,"N",10254,"-",NA
"223",446,122,"Friday Aug 17","boxscore","BAL","@","CLE","L",1,2,NA,"36-86",5,"50.5","Carrasco","Hess","Allen",02:39:00,"N",28264,"--",NA
"224",447,123,"Saturday Aug 18","boxscore","BAL","@","CLE","W",4,2,NA,"37-86",5,"50.5","Cobb","Plutko",NA,02:17:00,"D",35007,"+",NA
"225",448,124,"Sunday Aug 19","boxscore","BAL","@","CLE","L",0,8,NA,"37-87",5,"50.5","Clevinger","Ramirez",NA,02:56:00,"D",30555,"-",NA
"226",449,125,"Monday Aug 20","boxscore","BAL","@","TOR","L",3,5,NA,"37-88",5,"50.5","Estrada","Cashner","Giles",02:34:00,"N",25031,"--",NA
"227",450,126,"Tuesday Aug 21","boxscore","BAL","@","TOR","L",2,8,NA,"37-89",5,"50.5","Gaviglio","Bundy",NA,02:39:00,"N",25855,"---",NA
"228",451,127,"Wednesday Aug 22","boxscore","BAL","@","TOR","L",0,6,NA,"37-90",5,"51.5","Pannone","Hess",NA,02:37:00,"D",40595,"----",NA
"229",459,135,"Friday Aug 31","boxscore","BAL","@","KCR","L",2,9,NA,"40-95",5,"52.5","Keller","Cashner",NA,02:39:00,"N",15394,"-",NA
"230",460,136,"Saturday Sep 1","boxscore","BAL","@","KCR","L-wo",4,5,NA,"40-96",5,"53.5","Newberry","Givens",NA,02:56:00,"N",15358,"--",NA
"231",461,137,"Sunday Sep 2","boxscore","BAL","@","KCR","L",1,9,NA,"40-97",5,"53.5","Lopez","Hess",NA,02:48:00,"D",18463,"---",NA
"232",462,138,"Monday Sep 3","boxscore","BAL","@","SEA","L",1,2,NA,"40-98",5,"54.5","Ramirez","Rogers","Diaz",02:33:00,"N",20579,"----",NA
"233",463,139,"Tuesday Sep 4","boxscore","BAL","@","SEA","W",5,3,NA,"41-98",5,"54.5","Cobb","Warren","Givens",03:19:00,"N",11265,"+",NA
"234",464,140,"Wednesday Sep 5","boxscore","BAL","@","SEA","L",2,5,NA,"41-99",5,"55.5","Leake","Cashner","Diaz",03:04:00,"N",15017,"-",NA
"235",465,141,"Friday Sep 7","boxscore","BAL","@","TBR","L",2,14,NA,"41-100",5,"55.5","Snell","Bundy",NA,03:05:00,"N",12436,"--",NA
"236",466,142,"Saturday Sep 8","boxscore","BAL","@","TBR","L",5,10,NA,"41-101",5,"55.5","Yarbrough","Hess",NA,03:00:00,"N",10275,"---",NA
"237",467,143,"Sunday Sep 9","boxscore","BAL","@","TBR","L",3,8,NA,"41-102",5,"56.5","Chirinos","Rogers",NA,02:51:00,"D",13632,"----",NA
"238",477,153,"Friday Sep 21","boxscore","BAL","@","NYY","L",8,10,NA,"44-109",5,"60.5","Sabathia","Ramirez","Betances",03:35:00,"N",39903,"-",NA
"239",478,154,"Saturday Sep 22","boxscore","BAL","@","NYY","L-wo",2,3,11,"44-110",5,"60.5","Kahnle","Fry",NA,03:53:00,"D",40185,"--",NA
"240",479,155,"Sunday Sep 23","boxscore","BAL","@","NYY","W",6,3,NA,"45-110",5,"59.5","Meisinger","Cole","Givens",03:19:00,"D",43606,"+",NA
"241",480,156,"Monday Sep 24","boxscore","BAL","@","BOS","L",2,6,NA,"45-111",5,"60.5","Eovaldi","Bundy",NA,03:06:00,"N",35619,"-",NA
"242",481,157,"Wednesday Sep 26 (1)","boxscore","BAL","@","BOS","L",3,19,NA,"45-112",5,"60.5","Price","Meisinger",NA,03:10:00,"D",33577,"--",NA
"243",482,158,"Wednesday Sep 26 (2)","boxscore","BAL","@","BOS","W",10,3,NA,"46-112",5,"60.5","Scott","Barnes","Fry",03:45:00,"N",34445,"+",NA
"244",487,1,"Thursday Mar 29","boxscore","BOS","@","TBR","L",4,6,NA,"0-1",4,"1.0","Pruitt","Smith","Colome",03:00:00,"D",31042,"-",NA
"245",488,2,"Friday Mar 30","boxscore","BOS","@","TBR","W",1,0,NA,"1-1",3,"1.0","Price","Roe","Kimbrel",02:46:00,"N",19203,"+",NA
"246",489,3,"Saturday Mar 31","boxscore","BOS","@","TBR","W",3,2,NA,"2-1",1,"Tied","Porcello","Kittredge","Kimbrel",03:21:00,"N",17838,"++",NA
"247",490,4,"Sunday Apr 1","boxscore","BOS","@","TBR","W",2,1,NA,"3-1",1,"up 1.0","Velazquez","Alvarado","Kelly",03:24:00,"D",14256,"+++",NA
"248",491,5,"Monday Apr 2","boxscore","BOS","@","MIA","W",7,3,NA,"4-1",1,"up 1.0","Johnson","Richards",NA,03:09:00,"N",11113,"++++",NA
"249",492,6,"Tuesday Apr 3","boxscore","BOS","@","MIA","W",4,2,13,"5-1",1,"up 1.0","Hembree","Guerrero",NA,04:27:00,"N",14953,"+++++",NA
"250",502,16,"Tuesday Apr 17","boxscore","BOS","@","LAA","W",10,1,NA,"14-2",1,"up 3.0","Price","Ohtani",NA,03:15:00,"N",44822,"+++++",NA
"251",503,17,"Wednesday Apr 18","boxscore","BOS","@","LAA","W",9,0,NA,"15-2",1,"up 3.0","Porcello","Skaggs",NA,03:18:00,"N",34508,"++++++",NA
"252",504,18,"Thursday Apr 19","boxscore","BOS","@","LAA","W",8,2,NA,"16-2",1,"up 4.0","Rodriguez","Tropeano",NA,03:35:00,"N",36253,"+++++++",NA
"253",505,19,"Friday Apr 20","boxscore","BOS","@","OAK","W",7,3,NA,"17-2",1,"up 4.0","Velazquez","Graveman",NA,03:16:00,"N",23473,"++++++++",NA
"254",506,20,"Saturday Apr 21","boxscore","BOS","@","OAK","L",0,3,NA,"17-3",1,"up 4.0","Manaea","Sale",NA,02:16:00,"N",25746,"-",NA
"255",507,21,"Sunday Apr 22","boxscore","BOS","@","OAK","L",1,4,NA,"17-4",1,"up 4.0","Treinen","Price",NA,02:44:00,"D",29804,"--",NA
"256",508,22,"Tuesday Apr 24","boxscore","BOS","@","TOR","L-wo",3,4,10,"17-5",1,"up 3.0","Clippard","Kimbrel",NA,02:51:00,"N",20070,"---",NA
"257",509,23,"Wednesday Apr 25","boxscore","BOS","@","TOR","W",4,3,NA,"18-5",1,"up 4.0","Rodriguez","Barnes","Kimbrel",03:04:00,"N",18914,"+",NA
"258",510,24,"Thursday Apr 26","boxscore","BOS","@","TOR","W",5,4,NA,"19-5",1,"up 4.0","Sale","Estrada","Kimbrel",03:08:00,"N",23571,"++",NA
"259",517,31,"Thursday May 3","boxscore","BOS","@","TEX","L",5,11,NA,"22-9",1,"up 1.0","Minor","Price",NA,03:20:00,"N",22348,"-",NA
"260",518,32,"Friday May 4","boxscore","BOS","@","TEX","W",5,1,NA,"23-9",1,"up 1.0","Porcello","Colon",NA,02:36:00,"N",31404,"+",NA
"261",519,33,"Saturday May 5","boxscore","BOS","@","TEX","W",6,5,NA,"24-9",1,"up 1.0","Kelly","Kela","Kimbrel",03:18:00,"N",35728,"++",NA
"262",520,34,"Sunday May 6","boxscore","BOS","@","TEX","W",6,1,NA,"25-9",1,"up 1.0","Sale","Fister",NA,02:33:00,"D",28360,"+++",NA
"263",521,35,"Tuesday May 8","boxscore","BOS","@","NYY","L",2,3,NA,"25-10",1,"Tied","Robertson","Hembree","Chapman",03:29:00,"N",45773,"-",NA
"264",522,36,"Wednesday May 9","boxscore","BOS","@","NYY","L",6,9,NA,"25-11",2,"1.0","Holder","Barnes","Chapman",03:42:00,"N",47088,"--",NA
"265",523,37,"Thursday May 10","boxscore","BOS","@","NYY","W",5,4,NA,"26-11",1,"Tied","Kelly","Betances","Kimbrel",03:21:00,"N",46899,"+",NA
"266",524,38,"Friday May 11","boxscore","BOS","@","TOR","L-wo",3,5,12,"26-12",1,"Tied","Gaviglio","Johnson",NA,03:54:00,"N",28695,"-",NA
"267",525,39,"Saturday May 12","boxscore","BOS","@","TOR","W",5,2,NA,"27-12",1,"Tied","Price","Estrada","Kimbrel",03:11:00,"D",37588,"+",NA
"268",526,40,"Sunday May 13","boxscore","BOS","@","TOR","W",5,3,NA,"28-12",1,"Tied","Velazquez","Biagini","Kelly",03:42:00,"D",37888,"++",NA
"269",534,48,"Tuesday May 22","boxscore","BOS","@","TBR","W",4,2,NA,"33-15",1,"up 1.0","Sale","Faria","Kimbrel",02:55:00,"N",10642,"+++",NA
"270",535,49,"Wednesday May 23","boxscore","BOS","@","TBR","W",4,1,NA,"34-15",1,"up 2.0","Kelly","Colome","Kimbrel",03:10:00,"N",10194,"++++",NA
"271",536,50,"Thursday May 24","boxscore","BOS","@","TBR","L",3,6,NA,"34-16",1,"up 1.5","Snell","Porcello","Colome",02:58:00,"N",12468,"-",NA
"272",543,57,"Thursday May 31","boxscore","BOS","@","HOU","L",2,4,NA,"39-18",1,"up 2.0","McCullers","Pomeranz","Giles",02:57:00,"N",30658,"-",NA
"273",544,58,"Friday Jun 1","boxscore","BOS","@","HOU","L",3,7,NA,"39-19",1,"up 1.0","Cole","Sale",NA,02:55:00,"N",37244,"--",NA
"274",545,59,"Saturday Jun 2","boxscore","BOS","@","HOU","W",5,4,NA,"40-19",1,"up 1.0","Price","Harris","Kimbrel",03:41:00,"N",38640,"+",NA
"275",546,60,"Sunday Jun 3","boxscore","BOS","@","HOU","W",9,3,NA,"41-19",1,"up 1.5","Porcello","Morton",NA,03:25:00,"N",33431,"++",NA
"276",553,67,"Monday Jun 11","boxscore","BOS","@","BAL","W",2,0,12,"45-22",1,"up 0.5","Hembree","Givens","Kimbrel",03:45:00,"N",15934,"+",NA
"277",554,68,"Tuesday Jun 12","boxscore","BOS","@","BAL","W",6,4,NA,"46-22",1,"up 0.5","Rodriguez","Hess",NA,03:58:00,"N",21837,"++",NA
"278",555,69,"Wednesday Jun 13","boxscore","BOS","@","BAL","W",5,1,NA,"47-22",1,"up 1.5","Sale","Ramirez",NA,03:20:00,"D",17217,"+++",NA
"279",556,70,"Thursday Jun 14","boxscore","BOS","@","SEA","W",2,1,NA,"48-22",1,"up 1.5","Price","Hernandez","Kimbrel",02:56:00,"N",30479,"++++",NA
"280",557,71,"Friday Jun 15","boxscore","BOS","@","SEA","L",6,7,NA,"48-23",1,"up 0.5","Cook","Barnes","Diaz",03:09:00,"N",44459,"-",NA
"281",558,72,"Saturday Jun 16","boxscore","BOS","@","SEA","L",0,1,NA,"48-24",2,"0.5","LeBlanc","Wright","Diaz",02:22:00,"N",44151,"--",NA
"282",559,73,"Sunday Jun 17","boxscore","BOS","@","SEA","W",9,3,NA,"49-24",1,"up 0.5","Rodriguez","Leake",NA,03:15:00,"D",46462,"+",NA
"283",560,74,"Tuesday Jun 19","boxscore","BOS","@","MIN","L",2,6,NA,"49-25",2,"1.0","Duke","Scott",NA,03:14:00,"N",28550,"-",NA
"284",561,75,"Wednesday Jun 20","boxscore","BOS","@","MIN","L",1,4,NA,"49-26",2,"2.0","Lynn","Price","Rodney",03:13:00,"N",33153,"--",NA
"285",562,76,"Thursday Jun 21","boxscore","BOS","@","MIN","W",9,2,NA,"50-26",2,"2.0","Porcello","Gibson",NA,02:58:00,"D",32631,"+",NA
"286",569,83,"Friday Jun 29","boxscore","BOS","@","NYY","L",1,8,NA,"55-28",1,"Tied","Sabathia","Rodriguez",NA,02:41:00,"N",47120,"-",NA
"287",570,84,"Saturday Jun 30","boxscore","BOS","@","NYY","W",11,0,NA,"56-28",1,"up 1.0","Sale","Gray",NA,03:17:00,"N",47125,"+",NA
"288",571,85,"Sunday Jul 1","boxscore","BOS","@","NYY","L",1,11,NA,"56-29",1,"Tied","Severino","Price",NA,03:14:00,"N",46795,"-",NA
"289",572,86,"Monday Jul 2","boxscore","BOS","@","WSN","W",4,3,NA,"57-29",1,"up 1.0","Porcello","Scherzer","Kimbrel",03:15:00,"N",39002,"+",NA
"290",573,87,"Tuesday Jul 3","boxscore","BOS","@","WSN","W",11,4,NA,"58-29",1,"up 1.0","Workman","Roark",NA,02:55:00,"N",42531,"++",NA
"291",574,88,"Wednesday Jul 4","boxscore","BOS","@","WSN","W",3,0,NA,"59-29",1,"up 1.0","Rodriguez","Madson","Kimbrel",03:23:00,"D",42528,"+++",NA
"292",575,89,"Friday Jul 6","boxscore","BOS","@","KCR","W",10,5,NA,"60-29",1,"up 2.0","Sale","Hammel",NA,02:59:00,"N",24673,"++++",NA
"293",576,90,"Saturday Jul 7","boxscore","BOS","@","KCR","W",15,4,NA,"61-29",1,"up 2.0","Hembree","Adam",NA,04:03:00,"N",30347,"+++++",NA
"294",577,91,"Sunday Jul 8","boxscore","BOS","@","KCR","W",7,4,NA,"62-29",1,"up 2.0","Porcello","Fillmyer","Kimbrel",03:25:00,"D",28443,"++++++",NA
"295",585,99,"Friday Jul 20","boxscore","BOS","@","DET","W",1,0,NA,"69-30",1,"up 5.5","Price","Boyd","Kimbrel",03:31:00,"N",33817,"+++",NA
"296",586,100,"Saturday Jul 21","boxscore","BOS","@","DET","L",0,5,NA,"69-31",1,"up 4.5","Fiers","Johnson",NA,02:27:00,"N",31682,"-",NA
"297",587,101,"Sunday Jul 22","boxscore","BOS","@","DET","W",9,1,NA,"70-31",1,"up 5.0","Sale","Hardy",NA,02:55:00,"D",25012,"+",NA
"298",588,102,"Monday Jul 23","boxscore","BOS","@","BAL","W",5,3,NA,"71-31",1,"up 6.0","Porcello","Gausman","Kimbrel",02:54:00,"N",16885,"++",NA
"299",589,103,"Tuesday Jul 24","boxscore","BOS","@","BAL","L",6,7,NA,"71-32",1,"up 5.0","Ramirez","Pomeranz","Brach",03:07:00,"N",13342,"-",NA
"300",600,114,"Tuesday Aug 7","boxscore","BOS","@","TOR","W",10,7,10,"80-34",1,"up 9.0","Kimbrel","Giles",NA,03:27:00,"N",31855,"+++++",NA
"301",601,115,"Wednesday Aug 8","boxscore","BOS","@","TOR","W",10,5,NA,"81-34",1,"up 9.0","Johnson","Hauschild",NA,03:02:00,"N",36798,"++++++",NA
"302",602,116,"Thursday Aug 9","boxscore","BOS","@","TOR","L",5,8,NA,"81-35",1,"up 8.0","Borucki","Porcello",NA,02:49:00,"N",28415,"-",NA
"303",603,117,"Friday Aug 10","boxscore","BOS","@","BAL","W",19,12,NA,"82-35",1,"up 9.0","Pomeranz","Castro",NA,04:01:00,"N",23649,"+",NA
"304",604,118,"Saturday Aug 11 (1)","boxscore","BOS","@","BAL","W",5,0,NA,"83-35",1,"up 9.5","Price","Yacabonis",NA,02:48:00,"D",18003,"++",NA
"305",605,119,"Saturday Aug 11 (2)","boxscore","BOS","@","BAL","W",6,4,NA,"84-35",1,"up 9.5","Kelly","Wright","Kimbrel",03:39:00,"N",24051,"+++",NA
"306",606,120,"Sunday Aug 12","boxscore","BOS","@","BAL","W",4,1,NA,"85-35",1,"up 9.5","Sale","Cobb","Kimbrel",03:04:00,"D",25303,"++++",NA
"307",607,121,"Tuesday Aug 14","boxscore","BOS","@","PHI","W",2,1,NA,"86-35",1,"up10.0","Porcello","Hunter","Kimbrel",02:40:00,"N",33081,"+++++",NA
"308",608,122,"Wednesday Aug 15","boxscore","BOS","@","PHI","L",4,7,NA,"86-36",1,"up10.0","Hunter","Kelly","Dominguez",03:27:00,"N",35266,"-",NA
"309",616,130,"Friday Aug 24","boxscore","BOS","@","TBR","L",3,10,NA,"90-40",1,"up 8.5","Beeks","Velazquez",NA,03:10:00,"N",19723,"-",NA
"310",617,131,"Saturday Aug 25","boxscore","BOS","@","TBR","L",1,5,NA,"90-41",1,"up 7.0","Stanek","Porcello",NA,02:53:00,"N",25695,"--",NA
"311",618,132,"Sunday Aug 26","boxscore","BOS","@","TBR","L",1,9,NA,"90-42",1,"up 6.0","Snell","Eovaldi",NA,03:05:00,"D",23448,"---",NA
"312",621,135,"Thursday Aug 30","boxscore","BOS","@","CHW","W",9,4,NA,"93-42",1,"up 8.5","Brasier","Vieira",NA,03:37:00,"N",18015,"+++",NA
